url,title,label,status
https://www.foxnews.com/us/florida-influencer-accused-inappropriately-touching-exposing-herself-teenage-sons-friend,"Florida influencer, 41, accused of inappropriately touching, exposing herself to teenage son's friend",fox,success
https://www.foxnews.com/us/christmas-brawl-erupts-wealthy-massachusetts-enclave-during-holiday-celebration,Christmas brawl erupts in wealthy Massachusetts enclave during holiday celebration,fox,success
https://www.foxnews.com/us/california-home-explosion-caught-doorbell-camera,California home explosion caught on doorbell camera,fox,success
https://www.foxnews.com/us/oklahoma-man-accused-threatening-federal-agents-online,Oklahoma man accused of threatening federal agents online,fox,success
https://www.foxnews.com/us/brian-walshe-declines-testify-murder-trial-hes-accused-destroying-dads-will-before-murder-case,Brian Walshe jury deliberates as relative paints him as violent villain,fox,success
https://www.foxnews.com/us/luigi-mangione-raised-red-flags-mcdonalds-confrontation-police-body-language-expert-says,"Luigi Mangione raised ‘red flags’ in McDonald’s confrontation with police, body language expert says",fox,success
https://www.foxnews.com/us/luigi-mangione-apologizes-looking-suspicious-newly-released-body-camera-arrest-footage,Luigi Mangione apologizes for looking 'suspicious' in newly released body camera arrest footage,fox,success
https://www.foxnews.com/us/ana-walshe-dna-found-hacksaw-hatchet-bloody-rug-forensic-scientist-testifies-husbands-trial,"Ana Walshe's DNA found on hacksaw, hatchet, bloody rug, forensic scientist testifies in husband's trial",fox,success
https://www.foxnews.com/us/georgia-woman-suffers-severe-burns-someone-corrosive-chemical-her-during-evening-walk,Georgia woman hospitalized after attacker hurls corrosive chemical during evening walk,fox,success
https://www.foxnews.com/us/illegal-immigrant-caught-released-biden-administration-now-charged-washington-vehicular-homicide,Illegal immigrant caught and released by Biden administration now charged in Washington vehicular homicide,fox,success
https://www.foxnews.com/us/airline-passenger-attempted-open-plane-door-mid-air-authorities-say,"Airline passenger attempted to open plane door in mid-air, authorities say",fox,success
https://www.foxnews.com/us/royal-caribbean-sued-over-cruise-passengers-death-ship-rules-prove-fast-loose-expert,Royal Caribbean sued over cruise passenger’s death as ship rules prove ‘fast and loose’: expert,fox,success
https://www.foxnews.com/us/viral-footage-shows-doordash-driver-allegedly-pepper-spraying-customers-food-order-during-delivery,Viral footage shows DoorDash driver allegedly pepper-spraying customer's food order during delivery,fox,success
https://www.foxnews.com/us/police-warned-luigi-mangione-hed-face-more-trouble-using-fake-name-bodycam-video,Police warned Luigi Mangione he'd face more trouble for using fake name: bodycam video,fox,success
https://www.foxnews.com/us/kentucky-child-killer-walks-free-good-behavior-gets-arrested-again-days,"Kentucky child killer walks free on 'good behavior,' gets arrested again within days",fox,success
https://www.foxnews.com/us/alleged-gang-hitman-captured-after-years-long-manhunt-3-separate-murders-philadelphia,Alleged gang hit man captured after yearslong manhunt for 3 separate murders in Philadelphia: 'The very worst',fox,success
https://www.foxnews.com/us/ex-kentucky-sheriff-admits-shooting-judge-claims-he-had-no-control-over-actions-report,Ex-Kentucky sheriff admits to shooting judge but claims he 'had no control' over actions: report,fox,success
https://www.foxnews.com/us/human-skull-other-remains-found-bushes-brooklyns-coney-island-investigators-work-unravel-mystery,"Human skull, other remains found in bushes by Brooklyn's Coney Island as investigators work to unravel mystery",fox,success
https://www.foxnews.com/politics/top-automaker-unleashes-limited-edition-corvettes-inspired-americas-founding,Top automaker unleashes 250 limited-edition Corvettes inspired by America's founding,fox,success
https://www.foxnews.com/us/colorado-repeat-offender-freed-from-jail-less-than-two-weeks-before-allegedly-killing-mother-three-report,Colorado repeat offender freed from jail less than two weeks before allegedly killing mother of three: report,fox,success
https://www.foxnews.com/us/retired-elementary-teacher-who-worked-santa-arrested-child-abuse-material-charges,Retired elementary teacher who worked as Santa arrested on child abuse material charges,fox,success
https://www.foxnews.com/us/arkansas-mom-found-shot-death-two-children-wrote-cryptic-facebook-post-months-before-killings,Arkansas mom found shot to death with two children wrote cryptic Facebook post months before killings,fox,success
https://www.foxnews.com/us/florida-man-allegedly-crashes-stolen-bmw-gives-bizarre-explanation-deputies-teleported,"Florida man allegedly crashes stolen BMW, gives bizarre explanation to deputies: 'I teleported'",fox,success
https://www.foxnews.com/us/experienced-hiker-rescued-after-getting-trapped-quicksand-utahs-arches-national-park,Experienced hiker rescued after getting trapped in quicksand at Utah's Arches National Park,fox,success
https://www.foxnews.com/us/fugitive-repeat-offender-keeps-walking-free-courts-let-him-loose-hurt-people-experts-warn,"Fugitive repeat offender keeps walking free as courts let him loose to hurt people, experts warn",fox,success
https://www.foxnews.com/world/europe-literally-being-flooded-cocaine-narco-subs-evade-detection-crossing-atlantic,Europe 'literally being flooded with cocaine' as narco-subs evade detection crossing Atlantic,fox,success
https://www.foxnews.com/us/new-cockpit-audio-reveals-chaos-off-duty-alaska-airlines-pilot-tried-shut-engines-off-mid-flight,New cockpit audio reveals chaos as off-duty Alaska Airlines pilot tried to shut engines off mid-flight,fox,success
https://www.foxnews.com/us/plane-crash-lands-top-toyota-florida-freeway-following-engine-trouble,Plane crash-lands on top of Toyota on Florida freeway following engine trouble,fox,success
https://www.foxnews.com/politics/mamdanis-new-safety-advisor-confessed-serious-pill-addiction-turned-ex-nba-star-help,"Mamdani's new safety advisor confessed serious pill addiction, turned to ex-NBA star for help",fox,success
https://www.foxnews.com/us/arkansas-woman-children-found-dead-mansion-home-day-after-final-divorce-hearing-estranged-husband,Arkansas woman and children found dead at mansion home day after final divorce hearing with estranged husband,fox,success
https://www.foxnews.com/us/barefoot-father-son-airlifted-from-everglades-mudhole-after-atv-runs-out-gas-alligators-hungry,Barefoot father and son airlifted from Everglades mudhole after ATV runs out of gas: ‘Alligators are hungry’,fox,success
https://www.foxnews.com/us/texas-am-student-brianna-aguilera-fall-death-sparks-police-response-familys-explosive-claims-report,Texas A&M student Brianna Aguilera’s fall death sparks police response to family’s explosive claims: report,fox,success
https://www.foxnews.com/us/louisiana-father-heart-gold-dies-rifle-accidentally-discharges-during-hunting-trip,Louisiana father with ‘heart of gold’ dies after rifle accidentally discharges during hunting trip,fox,success
https://www.foxnews.com/us/florida-mom-says-teens-lured-14-year-old-daughter-into-woods-before-shooting-setting-her-fire-report,"Florida mom says teens ‘lured’ 14-year-old daughter into woods before shooting, setting her on fire: report",fox,success
https://www.foxnews.com/us/man-with-12-arrests-this-year-busted-again-after-allegedly-attacking-doctor-hospital-elevator-report,Man with 12 arrests this year busted again after allegedly attacking doctor in hospital elevator: report,fox,success
https://www.foxnews.com/politics/florida-designates-muslim-brotherhood-cair-foreign-terrorist-organizations-desantis-says,"Florida designates Muslim Brotherhood and CAIR as foreign terrorist organizations, DeSantis says",fox,success
https://www.foxnews.com/us/luigi-mangione-pumps-fist-court-police-body-cam-allegedly-reveals-loaded-magazine-found-inside-wet-underwear,Luigi Mangione pumps fist in court as body cam allegedly reveals loaded magazine found inside wet underwear,fox,success
https://www.foxnews.com/us/repeat-offender-accused-stabbing-parents-death-family-deli-while-free-bond-report,Repeat offender accused of stabbing parents to death in family deli while free on bond: report,fox,success
https://www.foxnews.com/politics/pressure-mounts-on-mamdani-to-continue-the-fight-on-illicit-chinese-vapes-flooding-nyc,Pressure mounts on Mamdani to 'continue the fight' on illicit Chinese vapes flooding NYC,fox,success
https://www.foxnews.com/us/crime-rings-hackers-join-forces-hijack-trucks-nationwide-fueling-major-holiday-shipping-security-fears,"Crime rings, hackers join forces to hijack trucks nationwide, fueling major holiday shipping security fears",fox,success
https://www.foxnews.com/world/police-recover-19k-faberge-egg-swallowed-new-zealand-man,Police wait six days for suspected thief to naturally pass stolen $19K Fabergé pendant,fox,success
https://www.foxnews.com/us/pearl-harbor-remembrance-ceremony-marks-84-years-since-attack,Pearl Harbor remembrance ceremony marks 84 years since attack,fox,success
https://www.foxnews.com/us/schemes-stacked-upon-schemes-1b-human-services-fraud-fuels-scrutiny-of-minnesotas-somali-community,‘Schemes stacked upon schemes’: $1B public benefits fraud fuels scrutiny of Minnesota’s Somali community,fox,success
https://www.foxnews.com/us/florida-teens-custody-after-14-year-old-girl-found-shot-death-burnt-sheriff,"Florida teens in custody after 14-year-old girl found shot to death, burnt: sheriff",fox,success
https://www.foxnews.com/us/disgraced-teacher-accused-using-google-docs-groom-underage-student-before-alleged-sex-crimes,Disgraced teacher accused of using Google Docs to groom underage student before alleged sex crimes,fox,success
https://www.foxnews.com/us/louisiana-manhunt-continues-dangerous-inmate-charged-attempted-murder-remains-run,Louisiana manhunt continues as dangerous inmate charged with attempted murder remains on the run,fox,success
https://www.foxnews.com/us/mass-killings-fall-lowest-level-nearly-two-decades-national-database-shows,"Mass killings fall to lowest level in nearly two decades, national database shows",fox,success
https://www.foxnews.com/us/911-calls-from-deadly-texas-hill-country-flood-reveal-heartbreaking-pleas,911 calls from deadly Texas Hill Country flood reveal heartbreaking pleas,fox,success
https://www.foxnews.com/us/wounded-national-guardsman-beginning-look-more-like-himself-remains-acute-care-west-virginia-gov,"Wounded National Guardsman beginning to 'look more like himself,' remains in acute care: West Virginia gov",fox,success
https://www.foxnews.com/us/disgraced-ex-sen-bob-menendez-banned-from-holding-any-public-office-new-jersey,Disgraced ex-Sen. Bob Menendez banned from holding any public office in New Jersey,fox,success
https://www.foxnews.com/us/bondi-describes-wounded-national-guardsman-miracle-says-hes-able-open-both-eyes,"Bondi describes wounded National Guardsman as a 'miracle,' says 'he's able to open both eyes'",fox,success
https://www.foxnews.com/us/arrest-made-after-explosive-street-takeover-video-shows-mob-ambushing-couple-during-fiery-car-meetup,Arrest made after explosive street takeover video shows mob ambushing couple during fiery car meetup,fox,success
https://www.foxnews.com/us/repeat-offender-violent-past-accused-murdering-woman-during-home-invasion,Repeat offender with violent past accused of murdering woman during home invasion,fox,success
https://www.foxnews.com/politics/ex-new-york-state-official-accused-spying-china-called-hochul-more-obedient-cuomo-trial-reveals,"Ex-New York State official accused of spying for China called Hochul 'more obedient' than Cuomo, trial reveals",fox,success
https://www.foxnews.com/us/suspected-thieves-caught-camera-smashing-washington-state-storefront-truck-atm-heist-attempt,Suspected thieves caught on camera smashing Washington state storefront with truck in ATM heist attempt,fox,success
https://www.foxnews.com/politics/omar-allies-tied-massive-minnesota-covid-meal-fraud-scheme-involving-somali-community,Omar allies tied to massive Minnesota COVID meal fraud scheme involving Somali community,fox,success
https://www.foxnews.com/us/florida-sheriff-massive-drug-operation-breaking-bad-steroids-record-breaking-bust,"Florida sheriff calls massive drug operation '""Breaking Bad"" on steroids' after record-breaking bust",fox,success
https://www.foxnews.com/world/israeli-official-issues-stark-warning-after-chilling-syrian-military-war-chants-surface,Israeli official issues stark warning after chilling Syrian military war chants surface,fox,success
https://www.foxnews.com/world/archaeologists-uncover-rare-fresco-jesus-town-pope-leo-xiv-recently-visited,Archaeologists uncover rare fresco of Jesus in town Pope Leo XIV recently visited,fox,success
https://www.foxnews.com/world/venezuelan-dissident-machado-credits-trump-advancing-freedom-movement-dedicates-nobel-him,"Venezuelan dissident Machado credits Trump for advancing freedom movement, dedicates Nobel to him",fox,success
https://www.foxnews.com/world/syria-registers-first-jewish-organization-nations-history,Syria registers first Jewish organization in nation's history,fox,success
https://www.foxnews.com/world/israel-unveils-iron-beam-laser-weapon-while-achieving-record-15b-arms-sales,Israel unveils Iron Beam laser weapon while achieving record $15B arms sales,fox,success
https://www.foxnews.com/opinion/what-uber-ride-new-york-city-revealed-about-antisemitism-today-what-we-can-learn-from-israel,What an Uber ride in New York City revealed about antisemitism today and what we can learn from Israel,fox,success
https://www.foxnews.com/world/nato-secretary-general-warns-russia-could-target-alliance-members-next-amid-rising-tensions,NATO secretary general warns Russia could target alliance members next amid rising tensions,fox,success
https://www.foxnews.com/world/putin-doubles-down-backing-maduro-amid-mounting-us-pressure-venezuela,Putin doubles down on backing Maduro amid mounting US pressure on Venezuela,fox,success
https://www.foxnews.com/world/zelenskyy-appears-change-his-mind-holding-elections-after-trumps-criticism,Zelenskyy appears to change his mind on holding elections after Trump's criticism,fox,success
https://www.foxnews.com/world/trump-pressures-zelenskyy-new-elections-warns-ukraine-a-point-where-its-not-democracy-anymore,"Trump pressures Zelenskyy for new elections, warns Ukraine of 'a point where it’s not a democracy anymore'",fox,success
https://www.foxnews.com/deals/gifts-for-hard-to-buy-people,19 thoughtful gifts for those who are impossible to shop for – from in-laws to coworkers,fox,success
https://www.foxnews.com/deals/best-gifts-under-50,The best gifts under $50 for everyone on your list,fox,success
https://www.foxnews.com/deals/outdoor-enthusiast-gift-guide,Best gifts for people who'd rather be outside – starting at $16,fox,success
https://www.foxnews.com/deals/best-weekly-sales,"The best sales to shop this week – up to 77% off Calpak, Bose, Roomba and more",fox,success
https://www.foxnews.com/deals/gifts-for-her,Gifts she'll love (and thank you for),fox,success
https://www.foxnews.com/deals/amazon-gadgets-under-25,"Last-minute Amazon stocking stuffers under $25 – shower steamers, a leather wallet and more",fox,success
https://www.foxnews.com/deals/white-elephant-mugs,White Elephant winners: 10 mugs under $35 that make perfect gift swaps,fox,success
https://www.foxnews.com/deals/smart-kitchen-upgrades,16 smart kitchen upgrades that instantly cut the clutter,fox,success
https://www.foxnews.com/deals/best-christmas-gifts,"This one-stop-shop gift guide covers everyone on your list – tech lovers, kids, home chefs, and more",fox,success
https://www.foxnews.com/us/disturbing-allegations-surface-chilling-audio-after-michigan-coachs-firing-more-top-headlines,Disturbing allegations surface in chilling 911 audio after Michigan coach's firing and more top headlines,fox,success
https://www.foxnews.com/deals/wholesale-club-memberships-sams-costco-bjs,"Here's how you can get up to 75% off Costco, Sam's Club and BJ's memberships",fox,success
https://www.foxnews.com/politics/trump-administration-sanctions-maduros-narco-nephews-after-biden-granted-them-clemency,Trump administration sanctions Maduro's 'narco-nephews' after Biden granted them clemency,fox,success
https://www.foxnews.com/deals/best-gifts-for-him,The best gift ideas for men who claim they want nothing,fox,success
https://www.foxnews.com/world/skydiver-survives-after-reserve-parachute-accidentally-deploys-leaving-him-dangling-from-flying-airplane,"Skydiver survives after reserve parachute accidentally deploys, leaving him dangling from flying airplane",fox,success
https://www.foxnews.com/deals/fleece-clothing-essentials,The fleece essentials you need to stay warm and stylish this season,fox,success
https://www.foxnews.com/deals/best-tech-deals,"The best holiday tech deals: Up to 77% off Apple bestsellers, laptops, headphones and more",fox,success
https://www.foxnews.com/us/erika-kirk-blasts-conspiracy-theories-surrounding-husband-charlie-kirks-death-more-top-headlines,Erika Kirk blasts conspiracy theories surrounding husband Charlie Kirk’s death and more top headlines,fox,success
https://www.foxnews.com/politics/environmental-group-sues-trump-replacing-national-park-pass-photo-his-own-image,Environmental group sues Trump for replacing national park pass photo with his own image,fox,success
https://www.foxnews.com/deals/ugly-christmas-sweaters,10 holiday sweaters that are equal parts festive and funny,fox,success
https://www.foxnews.com/deals/weekly-fashion-deals,"The best holiday clothing deals this week: Up to 62% off Levi's, Spanx, PJs and more",fox,success
https://www.foxnews.com/deals/airport-survival-accessories,Flying soon? These 15 accessories can make your next flight less stressful,fox,success
https://www.foxnews.com/deals/amazon-biggest-discounts-this-week,These last-minute gifts on Amazon are all 40% off or more – and they arrive before Christmas,fox,success
https://www.foxnews.com/world/uk-faces-backlash-teacher-dismissed-telling-student-britain-christian-country,UK faces backlash as teacher dismissed for telling student Britain is a Christian country,fox,success
https://www.foxnews.com/deals/fire-pits-patio-heaters-outdoors,Turn your patio into a winter retreat with these heating solutions,fox,success
https://www.foxnews.com/us/dems-score-rare-florida-win-trump-backed-candidate-defeated-miami-more-top-headlines,Dems score rare Florida win as Trump-backed candidate defeated in Miami and more top headlines,fox,success
https://www.foxnews.com/deals/amazon-renewed-store,"Amazon's Renewed store has gift-worthy deals – up to 65% off Apple, HP, Ninja, Shark and more",fox,success
https://www.foxnews.com/deals/winter-camping-gear,A winter camping checklist: All the essentials you need for your next trip,fox,success
https://www.foxnews.com/world/syrians-mark-first-year-since-assads-fall-us-signals-new-era-relations,Syrians mark first year since Assad's fall as US signals new era in relations,fox,success
https://www.foxnews.com/politics/zelenskyy-ready-present-new-peace-proposals-us-russia-after-working-european-talks,Zelenskyy ready to present new peace proposals to US and Russia after working with European talks,fox,success
https://www.foxnews.com/world/belgium-balks-eu-plan-seize-russian-assets-citing-fear-kremlin-retaliation,"Belgium balks at EU plan to seize Russian assets, citing fear of Kremlin retaliation",fox,success
https://www.foxnews.com/world/depart-immediately-state-department-warns-americans-al-qaeda-threatens-overrun-african-nation,‘Depart immediately’: State Department warns Americans as al Qaeda threatens to overrun African nation,fox,success
https://www.foxnews.com/us/erika-kirk-shares-message-behind-charlies-final-book-more-top-headlines,Erika Kirk shares the message behind Charlie’s final book and more top headlines,fox,success
https://www.foxnews.com/politics/fox-news-politics-newsletter-trump-critic-jasmine-crockett-shakes-up-senate-race,Fox News Politics Newsletter: Trump critic Jasmine Crockett shakes up Senate race,fox,success
https://www.foxnews.com/us/cdc-warns-americans-traveling-4-countries-outbreak-untreatable-mosquito-disease,CDC warns Americans traveling to 4 countries over outbreak of untreatable mosquito disease,fox,success
https://www.foxnews.com/deals/gifts-cat-parents,13 purrfect gifts any cat owner will love,fox,success
https://www.foxnews.com/deals/kids-gift-guide,"The best gifts for kids, starting at just $6 – from toys and tech to clothes and shoes",fox,success
https://www.foxnews.com/deals/insulated-bottles-tumblers,These 10 insulated bottles and tumblers will keep your drinks piping hot during the winter months,fox,success
https://www.foxnews.com/opinion/sen-tom-cotton-afghan-attack-guardsmen-preventable-we-must-do-better-next-time,SEN TOM COTTON: Alleged Afghan attack on Guardsmen was preventable. We must do better next time,fox,success
https://www.foxnews.com/opinion/san-francisco-wants-control-what-you-eat,San Francisco wants to control what you eat,fox,success
https://www.foxnews.com/opinion/minnesotas-somali-fraud-scandal-exposes-hidden-cost-immigration,Minnesota's Somali fraud scandal exposes the hidden cost of immigration,fox,success
https://www.foxnews.com/opinion/morning-glory-minnesotas-fraud-scheme-exposed-now-trump-has-golden-moment-strike,MORNING GLORY: Minnesota's fraud scheme is exposed. Now Trump has golden moment to strike,fox,success
https://www.foxnews.com/opinion/morning-glory-wikipedia-suckers,MORNING GLORY: Wikipedia is for suckers,fox,success
https://www.foxnews.com/opinion/morning-glory-trump-has-authority-strike-narco-states-poisoning-us,MORNING GLORY: Trump has the authority to strike the narco-states poisoning the US,fox,success
https://www.foxnews.com/opinion/morning-glory-mlb-commissioner-manfred-dont-do-obvious-thing,MORNING GLORY: MLB Commissioner Manfred — don’t do the obvious thing,fox,success
https://www.foxnews.com/opinion/david-marcus-how-chuck-schumer-finally-reaped-whirlwind,DAVID MARCUS: How Chuck Schumer finally reaped the whirlwind,fox,success
https://www.foxnews.com/opinion/david-marcus-why-republicans-desperately-need-trump-centered-midterm-convention,DAVID MARCUS: Why Republicans desperately need a Trump-centered midterm convention,fox,success
https://www.foxnews.com/opinion/david-marcus-3-issues-driving-far-lefts-split-dems,DAVID MARCUS: The 3 issues driving far-left's split with Dems,fox,success
https://www.foxnews.com/opinion/david-marcus-why-mamdani-serve-two-terms-no-matter-how-bad-nyc-gets,DAVID MARCUS: Why Mamdani will serve two terms no matter how bad NYC gets,fox,success
https://www.foxnews.com/opinion/mike-davis-driving-stake-through-2020-election-lawfare,MIKE DAVIS: Driving a stake through 2020 election lawfare,fox,success
https://www.foxnews.com/opinion/david-marcus-white-guilt-apathy-fuel-massive-corruption-minnesota,"DAVID MARCUS: White guilt, apathy fuel massive corruption in Minnesota",fox,success
https://www.foxnews.com/opinion/david-marcus-minnesotas-botched-legal-weed-rollout-reeks-dei-corruption-tim-walz,"DAVID MARCUS: Minnesota’s botched legal weed rollout reeks of DEI, corruption and Tim Walz",fox,success
https://www.foxnews.com/opinion/miranda-devine-erika-kirk-tormented-vile-trolls-since-charlies-assassination,MIRANDA DEVINE: Erika Kirk tormented by vile trolls since Charlie’s assassination,fox,success
https://www.foxnews.com/opinion/president-trump-right-get-tough-maduro-what-comes-next-critical,President Trump is right to get tough on Maduro. What comes next is critical,fox,success
https://www.foxnews.com/opinion/morning-glory-president-donald-trump-branded-energy-drink,MORNING GLORY: A President Donald Trump-branded energy drink?,fox,success
https://www.foxnews.com/opinion/nikki-haley-america-must-expose-lefts-dangerous-falsehoods-about-israel,NIKKI HALEY: America must expose the left's dangerous falsehoods about Israel,fox,success
https://www.foxnews.com/opinion/david-marcus-somali-power-surge-raises-question-minnesota-avoids-wheres-assimilation,DAVID MARCUS: Somali power surge raises the question Minnesota avoids — where's assimilation?,fox,success
https://www.foxnews.com/opinion/how-misreading-somali-poverty-led-minnesota-its-largest-welfare-scandal,How misreading Somali poverty led Minnesota into its largest welfare scandal,fox,success
https://www.foxnews.com/opinion/john-yoo-supreme-court-showdown-exposes-shaky-case-against-birthright-citizenship,JOHN YOO: Supreme Court showdown exposes shaky case against birthright citizenship,fox,success
https://www.foxnews.com/opinion/japan-rejects-same-sex-marriage-save-itself-from-demographic-collapse,Japan rejects same-sex marriage to save itself from demographic collapse,fox,success
https://www.foxnews.com/opinion/south-korean-k-pop-stars-bts-hit-right-note-how-wield-cultural-power,South Korean K-pop stars BTS hit the right note of how to wield cultural power,fox,success
https://www.foxnews.com/opinion/iron-academy-academy31-prove-america-can-still-revive-its-failing-education-system,Iron Academy and Academy31 prove America can still revive its failing education system,fox,success
https://www.foxnews.com/opinion/im-one-beach-boys-heres-how-trump-can-support-american-music,I’m one of the Beach Boys. Here's how Trump can support American music,fox,success
https://www.foxnews.com/opinion/supreme-court-give-president-trump-major-opening-immigration,The Supreme Court is going to give President Trump a major opening on immigration,fox,success
https://www.foxnews.com/opinion/trumps-dc-guard-deployment-didnt-fuel-violence-bidens-afghan-vetting-breakdown-did,Trump’s DC Guard deployment didn’t fuel violence — Biden's Afghan vetting breakdown did,fox,success
https://www.foxnews.com/opinion/minnesotas-massive-fraud-exposes-democrats-built-system-designed-robbed,Minnesota's massive fraud exposes how Democrats built a system designed to be robbed,fox,success
https://www.foxnews.com/opinion/america-has-respond-united-front-chinas-massive-economic-warfare,America has to respond with a united front to China’s massive economic warfare,fox,success
https://www.foxnews.com/opinion/trump-broke-his-promise-protect-lifeline-71-million-americans,Trump broke his promise to protect a lifeline for 71 million Americans,fox,success
https://www.foxnews.com/opinion/after-30-years-5-things-i-learned-from-my-students-why-like-socialism,"After 30 years, 5 things I learned from my students why they like socialism",fox,success
https://www.foxnews.com/opinion/advent-peace-demands-action-defend-those-who-risk-lives-worship-freely,Advent peace demands action: Defend those who risk their lives to worship freely,fox,success
https://www.foxnews.com/opinion/even-future-king-discovers-smartphones-royal-pain-kids-parents,Even the future king discovers smartphones are a royal pain for kids and parents,fox,success
https://www.foxnews.com/opinion/david-marcus-trumps-aggression-toward-venezuela-warning-putin,DAVID MARCUS: Trump's aggression toward Venezuela a warning to Putin,fox,success
https://www.foxnews.com/opinion/im-conservative-student-no-1-question-i-get-how-do-i-survive-leftist-professors,I'm a conservative student and the No. 1 question I get is: 'How do I survive leftist professors?',fox,success
https://www.foxnews.com/opinion/broadcast-bias-networks-blast-trump-tirade-not-1b-somali-scam-rocking-minnesota,BROADCAST BIAS: Networks blast Trump ‘tirade’ but not $1B Somali scam rocking Minnesota,fox,success
https://www.foxnews.com/sports/michigan-football-staffer-who-had-alleged-affair-sherrone-moore-still-employed-university,Michigan football staffer who had alleged affair with Sherrone Moore still employed by university,fox,success
